"waterbody_segment","pollutant_name","pollutant_group","test_fraction","n_samples","most_recent_sample_year","n_detects","most_recent_detect_year","n_sample_dates","n_ccc_exceedance","n_cmc_exceedance","n_d_exceedance","most_recent_ccc_exceedance_date","most_recent_ccc_exceedance_year","most_recent_cmc_exceedance_date","most_recent_cmc_exceedance_year","most_recent_d_exceedance_date","most_recent_d_exceedance_year","n_since_most_recent_ccc_exceedance","n_since_most_recent_cmc_exceedance","n_since_most_recent_d_exceedance"
"POTOMAC MIDDLE","LEAD","LEAD","DISSOLVED",13,2021,5,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC MIDDLE","LEAD","LEAD","TOTAL",13,2021,11,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC MIDDLE","MERCURY","MERCURY","DISSOLVED",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC MIDDLE","MERCURY","MERCURY","TOTAL",39,2021,0,"Never",26,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC MIDDLE","ZINC","ZINC","DISSOLVED",13,2021,1,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC MIDDLE","ZINC","ZINC","TOTAL",53,2021,15,"2020",40,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC UPPER","ARSENIC","ARSENIC","DISSOLVED",13,2021,9,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC UPPER","ARSENIC","ARSENIC","TOTAL",50,2021,12,"2021",50,0,0,12,NA,"Never",NA,"Never",2021-06-16,"2021",NA,NA,0
"POTOMAC UPPER","COPPER","COPPER","DISSOLVED",13,2021,12,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC UPPER","COPPER","COPPER","TOTAL",13,2021,11,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC UPPER","LEAD","LEAD","DISSOLVED",13,2021,4,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC UPPER","LEAD","LEAD","TOTAL",13,2021,11,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC UPPER","MERCURY","MERCURY","DISSOLVED",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC UPPER","MERCURY","MERCURY","TOTAL",26,2021,1,"1994",26,0,0,1,NA,"Never",NA,"Never",1994-07-11,"1994",NA,NA,18
"POTOMAC UPPER","ZINC","ZINC","DISSOLVED",13,2021,2,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"POTOMAC UPPER","ZINC","ZINC","TOTAL",30,2021,11,"2021",30,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK LOWER","ARSENIC","ARSENIC","DISSOLVED",13,2021,6,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK LOWER","ARSENIC","ARSENIC","TOTAL",57,2021,10,"2021",57,0,0,10,NA,"Never",NA,"Never",2021-06-17,"2021",NA,NA,0
"ROCK CREEK LOWER","COPPER","COPPER","DISSOLVED",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK LOWER","COPPER","COPPER","TOTAL",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK LOWER","LEAD","LEAD","DISSOLVED",13,2021,6,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK LOWER","LEAD","LEAD","TOTAL",13,2021,12,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK LOWER","MERCURY","MERCURY","DISSOLVED",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK LOWER","MERCURY","MERCURY","TOTAL",22,2021,1,"1991",22,0,0,1,NA,"Never",NA,"Never",1991-01-14,"1991",NA,NA,21
"ROCK CREEK LOWER","ZINC","ZINC","DISSOLVED",13,2021,2,"2020",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK LOWER","ZINC","ZINC","TOTAL",43,2021,22,"2021",43,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","ARSENIC","ARSENIC","TOTAL",47,2012,0,"Never",47,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","COPPER","COPPER","DISSOLVED",155,2021,154,"2021",155,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","LEAD","LEAD","DISSOLVED",155,2021,148,"2021",155,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","MERCURY","MERCURY","DISSOLVED",1,2002,1,"2002",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","MERCURY","MERCURY","TOTAL",113,2021,104,"2021",113,0,0,1,NA,"Never",NA,"Never",1991-01-14,"1991",NA,NA,111
"ROCK CREEK UPPER","ZINC","ZINC","DISSOLVED",155,2021,71,"2021",155,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"ROCK CREEK UPPER","ZINC","ZINC","TOTAL",32,2002,9,"2000",32,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","ARSENIC","ARSENIC","TOTAL",23,2012,0,"Never",23,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"SOAPSTONE CREEK","ZINC","ZINC","TOTAL",10,2002,1,"2001",10,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","ARSENIC","ARSENIC","DISSOLVED",6,2019,6,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","ARSENIC","ARSENIC","TOTAL",39,2019,7,"2019",39,0,0,7,NA,"Never",NA,"Never",2019-06-11,"2019",NA,NA,0
"TEXAS AVENUE TRIBUTARY","COPPER","COPPER","DISSOLVED",6,2019,4,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","COPPER","COPPER","TOTAL",6,2019,6,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","LEAD","LEAD","DISSOLVED",3,2014,2,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","LEAD","LEAD","TOTAL",3,2014,3,"2014",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","MERCURY","MERCURY","TOTAL",11,1995,0,"Never",11,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","ZINC","ZINC","DISSOLVED",6,2019,5,"2019",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TEXAS AVENUE TRIBUTARY","ZINC","ZINC","TOTAL",27,2019,26,"2019",27,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","ARSENIC","ARSENIC","TOTAL",48,2012,0,"Never",48,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"TIDAL BASIN","MERCURY","MERCURY","TOTAL",10,1995,1,"1991",10,0,0,1,NA,"Never",NA,"Never",1991-01-14,"1991",NA,NA,8
"TIDAL BASIN","ZINC","ZINC","TOTAL",33,2002,13,"2000",33,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","ARSENIC","ARSENIC","DISSOLVED",16,2016,12,"2016",4,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","ARSENIC","ARSENIC","TOTAL",55,2016,17,"2016",43,0,0,17,NA,"Never",NA,"Never",2016-12-01,"2016",NA,NA,0
"WASHINGTON SHIP CHANNEL","COPPER","COPPER","DISSOLVED",16,2016,16,"2016",4,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","COPPER","COPPER","TOTAL",16,2016,16,"2016",4,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","LEAD","LEAD","DISSOLVED",16,2016,8,"2016",4,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","LEAD","LEAD","TOTAL",16,2016,16,"2016",4,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","MERCURY","MERCURY","DISSOLVED",16,2016,0,"Never",4,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","MERCURY","MERCURY","TOTAL",29,2016,0,"Never",17,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","ZINC","ZINC","DISSOLVED",16,2016,16,"2016",4,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WASHINGTON SHIP CHANNEL","ZINC","ZINC","TOTAL",42,2016,19,"2016",30,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","ARSENIC","ARSENIC","DISSOLVED",3,2017,2,"2017",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","ARSENIC","ARSENIC","TOTAL",41,2017,3,"2017",41,0,0,3,NA,"Never",NA,"Never",2017-07-23,"2017",NA,NA,0
"WATTS BRANCH LOWER","COPPER","COPPER","DISSOLVED",3,2017,3,"2017",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","COPPER","COPPER","TOTAL",3,2017,3,"2017",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","LEAD","LEAD","DISSOLVED",3,2017,2,"2017",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","LEAD","LEAD","TOTAL",3,2017,3,"2017",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","MERCURY","MERCURY","DISSOLVED",3,2017,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","MERCURY","MERCURY","TOTAL",14,2017,1,"2017",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","ZINC","ZINC","DISSOLVED",3,2017,3,"2017",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH LOWER","ZINC","ZINC","TOTAL",26,2017,17,"2017",26,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","ARSENIC","ARSENIC","DISSOLVED",13,2021,11,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","ARSENIC","ARSENIC","TOTAL",92,2021,11,"2021",53,0,0,11,NA,"Never",NA,"Never",2021-06-17,"2021",NA,NA,0
"WATTS BRANCH UPPER","COPPER","COPPER","DISSOLVED",159,2021,156,"2021",157,1,0,0,2016-02-25,"2016",NA,"Never",NA,"Never",119,NA,NA
"WATTS BRANCH UPPER","COPPER","COPPER","TOTAL",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","LEAD","LEAD","DISSOLVED",159,2021,131,"2021",157,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","LEAD","LEAD","TOTAL",13,2021,13,"2021",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","MERCURY","MERCURY","DISSOLVED",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","MERCURY","MERCURY","TOTAL",137,2021,101,"2021",124,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","ZINC","ZINC","DISSOLVED",159,2021,140,"2021",157,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
"WATTS BRANCH UPPER","ZINC","ZINC","TOTAL",63,2021,46,"2021",38,0,0,0,NA,"Never",NA,"Never",NA,"Never",NA,NA,NA
