"","waterbody_segment","pollutant_name","test_fraction","pollutant_group","n_samples","most_recent_sample_year","n_detects","most_recent_detect_year","n_sample_dates","n_ccc_exceedance","n_cmc_exceedance","n_d_exceedance","most_recent_ccc_exceedance_date","most_recent_ccc_exceedance_year","most_recent_cmc_exceedance_date","most_recent_cmc_exceedance_year","most_recent_d_exceedance_date","most_recent_d_exceedance_year","n_since_most_recent_ccc_exceedance","n_since_most_recent_cmc_exceedance","n_since_most_recent_d_exceedance","n_samples_2011_to_2021","most_recent_sample_2011_to_2021","n_detects_2011_to_2021","most_recent_detect_2011_to_2021","n_ccc_exceedance_2011_to_2021","n_cmc_exceedance_2011_to_2021","n_d_exceedance_2011_to_2021","n_samples_2016_to_2021","most_recent_sample_2016_to_2021","n_detects_2016_to_2021","most_recent_detect_2016_to_2021","n_ccc_exceedance_2016_to_2021","n_cmc_exceedance_2016_to_2021","n_d_exceedance_2016_to_2021","current_category","ccc_dl_ratio","cmc_dl_ratio","d_dl_ratio"
"470","OXON RUN","FLUORANTHENE",NA,"PAH2",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","less than 1","NA","less than 1"
"471","PINEHURST BRANCH","FLUORANTHENE",NA,"PAH2",4,2013,0,"Never",2,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","less than 1","NA","less than 1"
"472","PINEY BRANCH","FLUORANTHENE",NA,"PAH2",3,2013,0,"Never",2,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","less than 1","NA","less than 1"
"473","POPE BRANCH","FLUORANTHENE",NA,"PAH2",7,2019,1,"2014",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,7,2019,1,"Never",0,0,0,4,2019,0,"Never",0,0,0,"4a","less than 1","NA","less than 1"
"474","PORTAL BRANCH","FLUORANTHENE",NA,"PAH2",2,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,2,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","less than 1","NA","less than 1"
"475","POTOMAC LOWER","FLUORANTHENE",NA,"PAH2",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","less than 1","NA","less than 1"
"476","POTOMAC MIDDLE","FLUORANTHENE",NA,"PAH2",13,2021,1,"2020",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,1,"Never",0,0,0,13,2021,1,"Never",0,0,0,"Not Listed","less than 1","NA","less than 1"
"477","POTOMAC UPPER","FLUORANTHENE",NA,"PAH2",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","less than 1","NA","less than 1"
"478","ROCK CREEK LOWER","FLUORANTHENE",NA,"PAH2",21,2021,6,"2020",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,2,"Never",0,0,0,13,2021,2,"Never",0,0,0,"Not Listed","less than 1","NA","less than 1"
"479","ROCK CREEK UPPER","FLUORANTHENE",NA,"PAH2",23,2008,18,"2008",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Listed","less than 1","NA","less than 1"
"480","SOAPSTONE CREEK","FLUORANTHENE",NA,"PAH2",2,2013,0,"Never",2,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","less than 1","NA","less than 1"
"481","TEXAS AVENUE TRIBUTARY","FLUORANTHENE",NA,"PAH2",6,2019,1,"2014",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,1,"Never",0,0,0,3,2019,0,"Never",0,0,0,"4a","less than 1","NA","less than 1"
"482","TIDAL BASIN","FLUORANTHENE",NA,"PAH2",3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","less than 1","NA","less than 1"
"483","WASHINGTON SHIP CHANNEL","FLUORANTHENE",NA,"PAH2",19,2016,4,"2016",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,19,2016,4,"Never",0,0,0,12,2016,3,"Never",0,0,0,"3","less than 1","NA","less than 1"
"484","WATTS BRANCH LOWER","FLUORANTHENE",NA,"PAH2",3,2014,1,"2013",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,1,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","less than 1","NA","less than 1"
"485","WATTS BRANCH UPPER","FLUORANTHENE",NA,"PAH2",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"3","less than 1","NA","less than 1"
"486","ANACOSTIA LOWER","FLUORENE",NA,"PAH1",52,2021,1,"2016",24,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,52,2021,1,"Never",0,0,0,40,2021,0,"Never",0,0,0,"4a","NA","NA","less than 1"
"487","ANACOSTIA UPPER","FLUORENE",NA,"PAH1",56,2019,2,"2014",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,56,2019,2,"Never",0,0,0,37,2019,0,"Never",0,0,0,"4a","NA","NA","less than 1"
"488","BROAD BRANCH","FLUORENE",NA,"PAH1",14,2021,0,"Never",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,14,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","NA","NA","less than 1"
"489","DALECARLIA TRIBUTARY","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","less than 1"
"490","DUMBARTON OAKS","FLUORENE",NA,"PAH1",15,2021,0,"Never",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,15,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"3","NA","NA","less than 1"
"491","FENWICK BRANCH","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","less than 1"
"492","FORT DUPONT TRIBUTARY","FLUORENE",NA,"PAH1",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","NA","NA","less than 1"
"493","FORT STANTON TRIBUTARY","FLUORENE",NA,"PAH1",20,2021,0,"Never",19,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,20,2021,0,"Never",0,0,0,16,2021,0,"Never",0,0,0,"4a","NA","NA","less than 1"
"494","HICKEY RUN","FLUORENE",NA,"PAH1",6,2019,0,"Never",5,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,"4a","NA","NA","less than 1"
"495","KINGMAN LAKE","FLUORENE",NA,"PAH1",25,2019,1,"2016",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,25,2019,1,"Never",0,0,0,15,2019,0,"Never",0,0,0,"4a","NA","NA","less than 1"
"496","KLINGLE VALLEY","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","less than 1"
"497","LUZON BRANCH","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","less than 1"
"498","MELVIN HAZEN VALLEY BRANCH","FLUORENE",NA,"PAH1",14,2021,0,"Never",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,14,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"3","NA","NA","less than 1"
"499","NASH RUN","FLUORENE",NA,"PAH1",7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,7,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,"4a","NA","NA","less than 1"
"500","NORMANSTONE CREEK","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"Not Listed","NA","NA","less than 1"
"501","OXON RUN","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","less than 1"
"502","PINEHURST BRANCH","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","less than 1"
"503","PINEY BRANCH","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","less than 1"
"504","POPE BRANCH","FLUORENE",NA,"PAH1",7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,7,2019,0,"Never",0,0,0,4,2019,0,"Never",0,0,0,"4a","NA","NA","less than 1"
"505","PORTAL BRANCH","FLUORENE",NA,"PAH1",2,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,2,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","less than 1"
"506","POTOMAC LOWER","FLUORENE",NA,"PAH1",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","NA","NA","less than 1"
"507","POTOMAC MIDDLE","FLUORENE",NA,"PAH1",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","NA","NA","less than 1"
"508","POTOMAC UPPER","FLUORENE",NA,"PAH1",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","NA","NA","less than 1"
"509","ROCK CREEK LOWER","FLUORENE",NA,"PAH1",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","NA","NA","less than 1"
"510","SOAPSTONE CREEK","FLUORENE",NA,"PAH1",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","less than 1"
"511","TEXAS AVENUE TRIBUTARY","FLUORENE",NA,"PAH1",6,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,"4a","NA","NA","less than 1"
"512","TIDAL BASIN","FLUORENE",NA,"PAH1",3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","less than 1"
"513","WASHINGTON SHIP CHANNEL","FLUORENE",NA,"PAH1",19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,19,2016,0,"Never",0,0,0,12,2016,0,"Never",0,0,0,"3","NA","NA","less than 1"
"514","WATTS BRANCH LOWER","FLUORENE",NA,"PAH1",3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","less than 1"
"515","WATTS BRANCH UPPER","FLUORENE",NA,"PAH1",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"3","NA","NA","less than 1"
"516","ANACOSTIA LOWER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",52,2021,1,"2020",24,0,0,1,NA,"Never",NA,"Never",2020-09-11,"2020",0,0,9,52,2021,1,"Never",0,0,1,40,2021,1,"Never",0,0,1,"4a","greater than 1","less than 1","greater than 1"
"517","ANACOSTIA UPPER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",105,2019,23,"2019",17,1,0,23,2018-12-20,"2018",NA,"Never",2019-06-11,"2019",23,0,0,105,2019,23,"Never",1,0,23,86,2019,23,"Never",1,0,23,"4a","greater than 1","less than 1","greater than 1"
"518","BROAD BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",14,2021,8,"2021",14,1,0,8,2021-03-17,"2021",NA,"Never",2021-04-15,"2021",3,0,2,14,2021,8,"Never",1,0,8,13,2021,7,"Never",1,0,7,"4a","greater than 1","less than 1","greater than 1"
"519","DALECARLIA TRIBUTARY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"Never",0,0,1,NA,NA,NA,NA,NA,NA,NA,"4a","greater than 1","less than 1","greater than 1"
"520","DUMBARTON OAKS","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",15,2021,11,"2021",14,5,0,11,2021-04-15,"2021",NA,"Never",2021-04-15,"2021",2,0,2,15,2021,11,"Never",5,0,11,13,2021,9,"Never",4,0,9,"4a","greater than 1","less than 1","greater than 1"
"521","FENWICK BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"Never",0,0,1,NA,NA,NA,NA,NA,NA,NA,"4a","greater than 1","less than 1","greater than 1"
"522","FORT DUPONT TRIBUTARY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,1,"2021",13,0,0,1,NA,"Never",NA,"Never",2021-01-13,"2021",0,0,5,13,2021,1,"Never",0,0,1,13,2021,1,"Never",0,0,1,"Not Listed","greater than 1","less than 1","greater than 1"
"523","FORT STANTON TRIBUTARY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",17,2021,0,"Never",16,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,17,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","greater than 1","less than 1","greater than 1"
"524","HICKEY RUN","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",6,2019,0,"Never",5,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,"3","greater than 1","less than 1","greater than 1"
"525","KINGMAN LAKE","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",25,2019,1,"2016",13,0,0,1,NA,"Never",NA,"Never",2016-07-29,"2016",0,0,11,25,2019,1,"Never",0,0,1,15,2019,1,"Never",0,0,1,"3","greater than 1","less than 1","greater than 1"
"526","KLINGLE VALLEY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"Never",0,0,1,NA,NA,NA,NA,NA,NA,NA,"4a","greater than 1","less than 1","greater than 1"
"527","LUZON BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"Never",0,0,1,NA,NA,NA,NA,NA,NA,NA,"4a","greater than 1","less than 1","greater than 1"
"528","MELVIN HAZEN VALLEY BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",14,2021,2,"2021",14,0,0,2,NA,"Never",NA,"Never",2021-02-10,"2021",0,0,4,14,2021,2,"Never",0,0,2,13,2021,2,"Never",0,0,2,"3","greater than 1","less than 1","greater than 1"
"529","NASH RUN","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",7,2019,2,"2014",6,0,0,2,NA,"Never",NA,"Never",2014-01-12,"2014",0,0,3,7,2019,2,"Never",0,0,2,3,2019,0,"Never",0,0,0,"4a","greater than 1","less than 1","greater than 1"
"530","NORMANSTONE CREEK","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"Never",0,0,1,NA,NA,NA,NA,NA,NA,NA,"4a","greater than 1","less than 1","greater than 1"
"531","OXON RUN","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","greater than 1","less than 1","greater than 1"
"532","PINEHURST BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"Never",0,0,1,NA,NA,NA,NA,NA,NA,NA,"4a","greater than 1","less than 1","greater than 1"
"533","PINEY BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"Never",0,0,1,NA,NA,NA,NA,NA,NA,NA,"4a","greater than 1","less than 1","greater than 1"
"534","POPE BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",7,2019,3,"2014",6,0,0,3,NA,"Never",NA,"Never",2014-01-12,"2014",0,0,4,7,2019,3,"Never",0,0,3,4,2019,0,"Never",0,0,0,"4a","greater than 1","less than 1","greater than 1"
"535","PORTAL BRANCH","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",2,2013,2,"2013",1,0,0,2,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,2,2013,2,"Never",0,0,2,NA,NA,NA,NA,NA,NA,NA,"4a","greater than 1","less than 1","greater than 1"
"536","POTOMAC LOWER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","greater than 1","less than 1","greater than 1"
"537","POTOMAC MIDDLE","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,1,"2020",13,0,0,1,NA,"Never",NA,"Never",2020-09-11,"2020",0,0,9,13,2021,1,"Never",0,0,1,13,2021,1,"Never",0,0,1,"Not Listed","greater than 1","less than 1","greater than 1"
"538","POTOMAC UPPER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,1,"2020",13,0,0,1,NA,"Never",NA,"Never",2020-11-04,"2020",0,0,7,13,2021,1,"Never",0,0,1,13,2021,1,"Never",0,0,1,"Not Listed","greater than 1","less than 1","greater than 1"
"539","ROCK CREEK LOWER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,7,"2021",13,0,0,7,NA,"Never",NA,"Never",2021-04-15,"2021",0,0,2,13,2021,7,"Never",0,0,7,13,2021,7,"Never",0,0,7,"Not Listed","greater than 1","less than 1","greater than 1"
"540","SOAPSTONE CREEK","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",1,2013,1,"2013",1,0,0,1,NA,"Never",NA,"Never",2013-10-29,"2013",0,0,0,1,2013,1,"Never",0,0,1,NA,NA,NA,NA,NA,NA,NA,"4a","greater than 1","less than 1","greater than 1"
"541","TEXAS AVENUE TRIBUTARY","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",6,2019,3,"2018",6,0,0,3,NA,"Never",NA,"Never",2018-08-30,"2018",0,0,2,6,2019,3,"Never",0,0,3,3,2019,1,"Never",0,0,1,"4a","greater than 1","less than 1","greater than 1"
"542","TIDAL BASIN","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",3,2014,0,"Never",3,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,3,2014,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","greater than 1","less than 1","greater than 1"
"543","WASHINGTON SHIP CHANNEL","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",19,2016,0,"Never",7,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,19,2016,0,"Never",0,0,0,12,2016,0,"Never",0,0,0,"3","greater than 1","less than 1","greater than 1"
"544","WATTS BRANCH LOWER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",7,2019,0,"Never",6,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,7,2019,0,"Never",0,0,0,4,2019,0,"Never",0,0,0,"3","greater than 1","less than 1","greater than 1"
"545","WATTS BRANCH UPPER","HEPTACHLOR_EPOXIDE",NA,"HEPTACHLOR_EPOXIDE",13,2021,1,"2021",13,0,0,1,NA,"Never",NA,"Never",2021-04-15,"2021",0,0,2,13,2021,1,"Never",0,0,1,13,2021,1,"Never",0,0,1,"3","greater than 1","less than 1","greater than 1"
"546","ANACOSTIA LOWER","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",52,2021,2,"2016",24,0,0,2,NA,"Never",NA,"Never",2016-12-01,"2016",0,0,18,52,2021,2,"Never",0,0,2,40,2021,2,"Never",0,0,2,"4a","NA","NA","greater than 1"
"547","ANACOSTIA UPPER","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",56,2019,2,"2016",14,0,0,2,NA,"Never",NA,"Never",2016-10-05,"2016",0,0,28,56,2019,2,"Never",0,0,2,37,2019,1,"Never",0,0,1,"4a","NA","NA","greater than 1"
"548","BROAD BRANCH","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",14,2021,1,"2020",14,0,0,1,NA,"Never",NA,"Never",2020-10-07,"2020",0,0,8,14,2021,1,"Never",0,0,1,13,2021,1,"Never",0,0,1,"Not Listed","NA","NA","greater than 1"
"549","DALECARLIA TRIBUTARY","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","greater than 1"
"550","DUMBARTON OAKS","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",15,2021,0,"Never",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,15,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"3","NA","NA","greater than 1"
"551","FENWICK BRANCH","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","greater than 1"
"552","FORT DUPONT TRIBUTARY","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",13,2021,0,"Never",13,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,13,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"Not Listed","NA","NA","greater than 1"
"553","FORT STANTON TRIBUTARY","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",20,2021,0,"Never",19,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,20,2021,0,"Never",0,0,0,16,2021,0,"Never",0,0,0,"4a","NA","NA","greater than 1"
"554","HICKEY RUN","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",6,2019,0,"Never",5,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,6,2019,0,"Never",0,0,0,3,2019,0,"Never",0,0,0,"4a","NA","NA","greater than 1"
"555","KINGMAN LAKE","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",25,2019,1,"2016",13,0,0,1,NA,"Never",NA,"Never",2016-06-15,"2016",0,0,15,25,2019,1,"Never",0,0,1,15,2019,0,"Never",0,0,0,"4a","NA","NA","greater than 1"
"556","KLINGLE VALLEY","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","greater than 1"
"557","LUZON BRANCH","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","greater than 1"
"558","MELVIN HAZEN VALLEY BRANCH","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",14,2021,0,"Never",14,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,14,2021,0,"Never",0,0,0,13,2021,0,"Never",0,0,0,"3","NA","NA","greater than 1"
"559","NASH RUN","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",7,2019,1,"2018",6,0,0,1,NA,"Never",NA,"Never",2018-10-12,"2018",0,0,1,7,2019,1,"Never",0,0,1,3,2019,1,"Never",0,0,1,"4a","NA","NA","greater than 1"
"560","NORMANSTONE CREEK","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"Not Listed","NA","NA","greater than 1"
"561","OXON RUN","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","greater than 1"
"562","PINEHURST BRANCH","INDENO_1_2_3_CD_PYRENE",NA,"PAH3",1,2013,0,"Never",1,0,0,0,NA,"Never",NA,"Never",NA,"Never",0,0,0,1,2013,0,"Never",0,0,0,NA,NA,NA,NA,NA,NA,NA,"3","NA","NA","greater than 1"
